date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:37:46	84926/84926	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:29%20GMT	https://hagiangopentour.com/dat-tour.html?id=133	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-toura6dd.html	(from https://hagiangopentour.com/cuc-phuong-national-park-full-day.html)
10:37:47	83964/83964	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:30%20GMT	https://hagiangopentour.com/dat-tour.html?id=132	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-toura262.html	(from https://hagiangopentour.com/ba-na-hill-1-day.html)
10:37:48	84906/84906	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:32%20GMT	https://hagiangopentour.com/dat-tour.html?id=131	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour6d44.html	(from https://hagiangopentour.com/mai-chau-1-day-tour-with-biking.html)
10:37:49	84766/84766	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:33%20GMT	https://hagiangopentour.com/dat-tour.html?id=130	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour686a.html	(from https://hagiangopentour.com/duong-lam-ancient-village-1-day-tour.html)
10:37:50	85653/85653	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:33%20GMT	https://hagiangopentour.com/dat-tour.html?id=128	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour7e46.html	(from https://hagiangopentour.com/perfume-pagoda-01-day.html)
10:37:51	86052/86052	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:34%20GMT	https://hagiangopentour.com/dat-tour.html?id=111	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour9bb2.html	(from https://hagiangopentour.com/tour-hanoi-ninh-binh-full-day-hoa-lu-trang-an-mua-cave-cycling.html)
10:37:52	85891/85891	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:35%20GMT	https://hagiangopentour.com/dat-tour.html?id=98	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-touracbf.html	(from https://hagiangopentour.com/tour-ninh-binh-2-days-1-night.html)
10:37:53	85881/85881	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:36%20GMT	https://hagiangopentour.com/dat-tour.html?id=89	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tourd575.html	(from https://hagiangopentour.com/tour-hanoi-perfume-pagoda-01-day.html)
10:37:54	85948/85948	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:38%20GMT	https://hagiangopentour.com/dat-tour.html?id=88	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour0641.html	(from https://hagiangopentour.com/tour-hanoi-bai-dinh-trang-an-01-day.html)
10:37:55	85874/85874	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:39%20GMT	https://hagiangopentour.com/dat-tour.html?id=87	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour1398.html	(from https://hagiangopentour.com/tour-hanoi-hoa-lu-tam-coc-01-day.html)
10:37:56	85907/85907	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:40%20GMT	https://hagiangopentour.com/dat-tour.html?id=86	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour2c6d.html	(from https://hagiangopentour.com/incense-village-lang-huong-01-day.html)
10:37:57	86936/86936	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:40%20GMT	https://hagiangopentour.com/dat-tour.html?id=79	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour9421.html	(from https://hagiangopentour.com/ha-noi-cao-bang-ban-gioc-waterfall-ba-be-lake-tour-03-days-02-night.html)
10:37:58	86838/86838	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:41%20GMT	https://hagiangopentour.com/dat-tour.html?id=78	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tourbc58.html	(from https://hagiangopentour.com/packages-tour-ha-noi-moc-chau-3-days-2-nights.html)
10:37:59	86815/86815	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:42%20GMT	https://hagiangopentour.com/dat-tour.html?id=77	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tourd8c4.html	(from https://hagiangopentour.com/packages-tour-ha-noi-sapa-3-days-2-nights-in-hotel.html)
10:38:00	86000/86000	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:43%20GMT	https://hagiangopentour.com/dat-tour.html?id=76	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-toure27e.html	(from https://hagiangopentour.com/packages-tour-ha-noi-sapa-trekking-2-days-3-nights.html)
10:38:01	87140/87140	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:45%20GMT	https://hagiangopentour.com/dat-tour.html?id=75	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour1a6a.html	(from https://hagiangopentour.com/packages-tour-ha-noi-sapa-3-days-2-nights-01-night-hotel-01-night-homestay.html)
10:38:02	86724/86724	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:45%20GMT	https://hagiangopentour.com/dat-tour.html?id=74	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour23df.html	(from https://hagiangopentour.com/packages-tour-ha-noi-sapa-2-days-1-night.html)
10:38:03	87082/87082	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:47%20GMT	https://hagiangopentour.com/dat-tour.html?id=73	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour8431.html	(from https://hagiangopentour.com/hanoi-countryside-jeep-motorbike-vintage-viespa-bicycle-scooter-tours.html)
10:38:04	87087/87087	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:47%20GMT	https://hagiangopentour.com/dat-tour.html?id=72	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour76a2.html	(from https://hagiangopentour.com/hanoi-city-insight-jeep-motorbike-vintage-viespa-bicycle-scooter-tours.html)
10:38:05	86814/86814	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:48%20GMT	https://hagiangopentour.com/dat-tour.html?id=71	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour475d.html	(from https://hagiangopentour.com/hanoi-sightseeing-and-food-tour-by-scooter-4-hours.html)
10:38:06	87755/87755	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:49%20GMT	https://hagiangopentour.com/dat-tour.html?id=70	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour4f62.html	(from https://hagiangopentour.com/hanoi-street-food-walking-tour-small-group.html)
10:38:07	86153/86153	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:51%20GMT	https://hagiangopentour.com/dat-tour.html?id=64	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour3ebc.html	(from https://hagiangopentour.com/tour-ha-noi-hoa-lu-tam-coc-mua-cave-01-day.html)
10:38:08	86088/86088	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:51%20GMT	https://hagiangopentour.com/dat-tour.html?id=51	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour7d36.html	(from https://hagiangopentour.com/hanoi-ha-long-hanoi-1-day-cruise.html)
10:38:09	86091/86091	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:53%20GMT	https://hagiangopentour.com/dat-tour.html?id=48	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour4944.html	(from https://hagiangopentour.com/cruise-2-days-1-night-ha-long-bay-lan-ha-bay.html)
10:38:11	85835/85835	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:54%20GMT	https://hagiangopentour.com/dat-tour.html?id=123	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tourc17f.html	(from https://hagiangopentour.com/tour-hanoi-ninh-binh-full-day-hoa-lu-trang-an.html)
10:38:11	85687/85687	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:55%20GMT	https://hagiangopentour.com/dat-tour.html?id=122	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tourb4cd.html	(from https://hagiangopentour.com/tour-hanoi-ninh-binh-full-day-bai-dinh-trang-an-mua-cave.html)
10:38:12	85981/85981	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:55%20GMT	https://hagiangopentour.com/dat-tour.html?id=121	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour4b61.html	(from https://hagiangopentour.com/tour-hanoi-ninh-binh-full-day-hoa-lu-tam-coc-mua-cave.html)
10:38:13	85693/85693	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:56%20GMT	https://hagiangopentour.com/dat-tour.html?id=120	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour97d4.html	(from https://hagiangopentour.com/tour-hanoi-ninh-binh-1-day-hoa-lu-tam-coc.html)
10:38:14	84979/84979	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:57%20GMT	https://hagiangopentour.com/dat-tour.html?id=119	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour0d7d.html	(from https://hagiangopentour.com/tour-hanoi-ninh-binh-1-day-bai-dinh-trang-an.html)
10:38:15	86005/86005	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:34:58%20GMT	https://hagiangopentour.com/dat-tour.html?id=118	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour5cee.html	(from https://hagiangopentour.com/tour-hanoi-ninh-binh-full-day-hoa-lu-trang-an-mua-cave.html)
10:38:16	84849/84849	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:00%20GMT	https://hagiangopentour.com/dat-tour.html?id=125	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-tour0f0e.html	(from https://hagiangopentour.com/incense-village-01-day.html)
10:38:17	62629/62629	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:00%20GMT	https://hagiangopentour.com/car-for-rental.html?sort=price|asc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/car-for-rentalb6f4.html	(from https://hagiangopentour.com/car-for-rental.html)
10:38:18	62629/62629	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:01%20GMT	https://hagiangopentour.com/car-for-rental.html?sort=price|desc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/car-for-rentald055.html	(from https://hagiangopentour.com/car-for-rental.html)
10:38:19	60630/60630	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:02%20GMT	https://hagiangopentour.com/dat-xe.html?id=41	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-xe7df0.html	(from https://hagiangopentour.com/sleeping-luxury-cabin-bus.html)
10:38:20	0/-1	---M--	307	error ('')			https://hagiangopentour.com/tour-ha-giang-3-ngay-2-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-3-ngay-2-dem.6dd.delayed	(from https://hagiangopentour.com/sleeping-luxury-cabin-bus.html)
10:38:20	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:35:03%20GMT	https://hagiangopentour.com/tour-ha-giang-3-ngay-4-dem-bang-o-to.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-3-ngay-4-dem-bang-o-to.html	(from https://hagiangopentour.com/sleeping-luxury-cabin-bus.html)
10:38:21	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:35:04%20GMT	https://hagiangopentour.com/tour-ha-giang-3-ngay-4-dem-bang-o-to.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-3-ngay-4-dem-bang-o-to.html	(from https://hagiangopentour.com/sleeping-luxury-cabin-bus.html)
10:38:22	63243/63243	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:05%20GMT	https://hagiangopentour.com/dat-xe.html?id=40	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-xeab5e.html	(from https://hagiangopentour.com/limousine-bus-ha-giang-hanoi.html)
10:38:23	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jan%202024%2003:35:06%20GMT	https://hagiangopentour.com/du-lich-mien-bac-ha-giang-thac-ban-gioc-ho-ba-be-5-ngay-4-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/du-lich-mien-bac-ha-giang-thac-ban-gioc-ho-ba-be-5-ngay-4-dem.html	(from https://hagiangopentour.com/limousine-bus-ha-giang-hanoi.html)
10:38:24	0/-1	---M--	307	error ('')			https://hagiangopentour.com/tour-ha-noi-ha-giang-thac-ban-gioc-ho-ba-be-5-ngay-4-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-noi-ha-giang-thac-ban-gioc-ho-ba-be-5-ngay-4-dem.6e2.delayed	(from https://hagiangopentour.com/limousine-bus-ha-giang-hanoi.html)
10:38:24	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:35:07%20GMT	https://hagiangopentour.com/du-lich-mien-bac-ha-noi-yen-tu-ha-long-trang-an-sapa-fansipan-6-ngay-5-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/du-lich-mien-bac-ha-noi-yen-tu-ha-long-trang-an-sapa-fansipan-6-ngay-5-dem.html	(from https://hagiangopentour.com/limousine-bus-ha-giang-hanoi.html)
10:38:25	63290/63290	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:08%20GMT	https://hagiangopentour.com/dat-xe.html?id=37	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-xe4411.html	(from https://hagiangopentour.com/sleeping-bus-hanoi-ha-giang.html)
10:38:26	60679/60679	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:09%20GMT	https://hagiangopentour.com/dat-xe.html?id=36	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-xef62c.html	(from https://hagiangopentour.com/limousine-bus-hanoi-ha-giang-tickets.html)
10:38:27	60676/60676	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:10%20GMT	https://hagiangopentour.com/dat-xe.html?id=38	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-xecdef.html	(from https://hagiangopentour.com/car-rental-29-45-seats-from-hanoi-to-ha-giang.html)
10:38:28	60722/60722	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:11%20GMT	https://hagiangopentour.com/dat-xe.html?id=39	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-xe1e35.html	(from https://hagiangopentour.com/rental-limousine-from-hanoi-to-ha-giang.html)
10:38:29	60510/60510	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:12%20GMT	https://hagiangopentour.com/dat-xe.html?id=29	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-xe95dc.html	(from https://hagiangopentour.com/car-rental-29-seats-ha-giang-loop.html)
10:38:30	60490/60490	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:14%20GMT	https://hagiangopentour.com/dat-xe.html?id=30	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-xe8bcf.html	(from https://hagiangopentour.com/car-rental-16-seats-ha-giang-loop.html)
10:38:31	60615/60615	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:15%20GMT	https://hagiangopentour.com/dat-xe.html?id=32	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-xedac1.html	(from https://hagiangopentour.com/car-7-seats-car-rental-ha-giang-loop.html)
10:38:32	60586/60586	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:15%20GMT	https://hagiangopentour.com/dat-xe.html?id=31	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-xe6fb5.html	(from https://hagiangopentour.com/car-rental-4-seats-ha-giang-loop.html)
10:38:33	60652/60652	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:16%20GMT	https://hagiangopentour.com/dat-xe.html?id=34	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-xed5e8.html	(from https://hagiangopentour.com/race-150-cc-motorbike-rental-in-ha-giang.html)
10:38:34	60682/60682	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:17%20GMT	https://hagiangopentour.com/dat-xe.html?id=33	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-xeef73.html	(from https://hagiangopentour.com/motorbike-rental-110-cc-cheap-price-in-ha-giang.html)
10:38:35	60396/60396	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:18%20GMT	https://hagiangopentour.com/dat-xe.html?id=45	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/dat-xe98dc.html	(from https://hagiangopentour.com/jeep-tour-ha-giang-for-rent.html)
10:38:36	1130/1130	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jan%202024%2003:35:20%20GMT	https://hagiangopentour.com/en/upload/images/hg-dem-den-ly-tuong/3.1.jpg	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/upload/images/hg-dem-den-ly-tuong/3.1.jpg	(from https://hagiangopentour.com/en/ha-giang-destination-to-the-idea.html)
10:38:37	1130/1130	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jan%202024%2003:35:20%20GMT	https://hagiangopentour.com/en/upload/images/tu-van-mien-phi-ha-giang-opentour.jpg	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/upload/images/tu-van-mien-phi-ha-giang-opentour.jpg	(from https://hagiangopentour.com/en/free-contact.html)
10:38:38	86636/86636	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:22%20GMT	https://hagiangopentour.com/en/dat-tour.html?id=100	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/dat-tourb182.html	(from https://hagiangopentour.com/en/ha-giang-tour-4-days-3-nights-loop-jeep-car.html)
10:38:39	86666/86666	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:22%20GMT	https://hagiangopentour.com/en/dat-tour.html?id=101	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/dat-tour132f.html	(from https://hagiangopentour.com/en/tour-ha-giang-5-days-4-nights-loop-jeep-car.html)
10:38:40	1130/1130	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jan%202024%2003:35:23%20GMT	https://hagiangopentour.com/en/upload/images/anh-tour-3/c887a4cf94db65853cca.jpg	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/upload/images/anh-tour-3/c887a4cf94db65853cca.jpg	(from https://hagiangopentour.com/en/ha-giang-tour-3-nights-2-days-loop-jeep-car.html)
10:38:41	86136/86136	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:24%20GMT	https://hagiangopentour.com/en/dat-tour.html?id=102	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/dat-tour4c30.html	(from https://hagiangopentour.com/en/ha-giang-tour-3-nights-2-days-loop-jeep-car.html)
10:38:42	1130/1130	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jan%202024%2003:35:26%20GMT	https://hagiangopentour.com/en/upload/images/caravan-hg/f813a2bba366693830772.jpg	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/upload/images/caravan-hg/f813a2bba366693830772.jpg	(from https://hagiangopentour.com/en/ha-giang-tour-4-nights-3-days-loop-jeep-car.html)
10:38:43	86634/86634	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:26%20GMT	https://hagiangopentour.com/en/dat-tour.html?id=104	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/dat-tour662f.html	(from https://hagiangopentour.com/en/ha-giang-tour-4-nights-3-days-loop-jeep-car.html)
10:38:44	86758/86758	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:28%20GMT	https://hagiangopentour.com/en/dat-tour.html?id=105	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/dat-tour294f.html	(from https://hagiangopentour.com/en/ha-giang-tour-4-nights-3-days-du-gia-village-loop-jeep-car.html)
10:38:45	1130/1130	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jan%202024%2003:35:28%20GMT	https://hagiangopentour.com/en/upload/images/ruong-bac-thang-ban-phung.jpg	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/upload/images/ruong-bac-thang-ban-phung.jpg	(from https://hagiangopentour.com/en/tour-ha-giang-hoang-su-phi-2-days-1-night.html)
10:38:46	86882/86882	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:30%20GMT	https://hagiangopentour.com/en/dat-tour.html?id=69	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/dat-tourb27c.html	(from https://hagiangopentour.com/en/tour-ha-giang-hoang-su-phi-2-days-1-night.html)
10:38:47	122865/122865	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:31%20GMT	https://hagiangopentour.com/en/north-vietnam-packages-tour/trang-2.html?sort=price|asc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/north-vietnam-packages-tour/trang-2b6f4.html	(from https://hagiangopentour.com/en/north-vietnam-packages-tour.html?sort=price|asc)
10:38:48	123863/123863	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:31%20GMT	https://hagiangopentour.com/en/north-vietnam-packages-tour/trang-2.html?sort=price|desc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/north-vietnam-packages-tour/trang-2d055.html	(from https://hagiangopentour.com/en/north-vietnam-packages-tour.html?sort=price|desc)
10:38:49	1130/1130	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jan%202024%2003:35:32%20GMT	https://hagiangopentour.com/en/upload/images/sapa-4.jpg	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/upload/images/sapa-4.jpg	(from https://hagiangopentour.com/en/packages-tour-ha-noi-sapa-trekking-2-days-3-nights.html)
10:38:50	86021/86021	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:33%20GMT	https://hagiangopentour.com/en/dat-tour.html?id=76	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/dat-toure27e.html	(from https://hagiangopentour.com/en/packages-tour-ha-noi-sapa-trekking-2-days-3-nights.html)
10:38:51	1134/1134	---MC-	400	error ('Bad%20Request')	text/html	date:Thu,%2011%20Jan%202024%2003:35:35%20GMT	https://hagiangopentour.com/en/upload/images/giang-ta-chai(1).jpg	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/upload/images/giang-ta-chai(1).jpg	(from https://hagiangopentour.com/en/packages-tour-ha-noi-sapa-3-days-2-nights-01-night-hotel-01-night-homestay.html)
10:38:52	87145/87145	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:35%20GMT	https://hagiangopentour.com/en/dat-tour.html?id=75	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/dat-tour1a6a.html	(from https://hagiangopentour.com/en/packages-tour-ha-noi-sapa-3-days-2-nights-01-night-hotel-01-night-homestay.html)
10:38:53	1130/1130	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jan%202024%2003:35:36%20GMT	https://hagiangopentour.com/en/upload/images/sapa-1.jpg	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/upload/images/sapa-1.jpg	(from https://hagiangopentour.com/en/packages-tour-ha-noi-sapa-2-days-1-night.html)
10:38:54	86729/86729	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:38%20GMT	https://hagiangopentour.com/en/dat-tour.html?id=74	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/dat-tour23df.html	(from https://hagiangopentour.com/en/packages-tour-ha-noi-sapa-2-days-1-night.html)
10:38:55	1130/1130	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jan%202024%2003:35:39%20GMT	https://hagiangopentour.com/en/upload/images/luxury-hoa-lu-mua-cave-tam-coc-1-day-tour-20181013113161.jpeg	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/upload/images/luxury-hoa-lu-mua-cave-tam-coc-1-day-tour-20181013113161.jpeg	(from https://hagiangopentour.com/en/tour-ha-noi-hoa-lu-tam-coc-mua-cave-01-day.html)
10:38:56	86174/86174	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:40%20GMT	https://hagiangopentour.com/en/dat-tour.html?id=64	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/dat-tour3ebc.html	(from https://hagiangopentour.com/en/tour-ha-noi-hoa-lu-tam-coc-mua-cave-01-day.html)
10:38:57	1130/1130	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jan%202024%2003:35:41%20GMT	https://hagiangopentour.com/en/upload/images/ha-long-bay/hl-1-day/z3477079357538-67f1d9a29347f2f2fdb722708ab4baee.jpg	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/upload/images/ha-long-bay/hl-1-day/z3477079357538-67f1d9a29347f2f2fdb722708ab4baee.jpg	(from https://hagiangopentour.com/en/hanoi-ha-long-hanoi-1-day-cruise.html)
10:38:58	86109/86109	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:35:41%20GMT	https://hagiangopentour.com/en/dat-tour.html?id=51	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/dat-tour7d36.html	(from https://hagiangopentour.com/en/hanoi-ha-long-hanoi-1-day-cruise.html)
10:38:59	1130/1130	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jan%202024%2003:35:43%20GMT	https://hagiangopentour.com/en/upload/images/ha-long-bay/2084d0673ab7fae9a3a61.jpg	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/en/upload/images/ha-long-bay/2084d0673ab7fae9a3a61.jpg	(from https://hagiangopentour.com/en/cruise-2-days-1-night-ha-long-bay-lan-ha-bay.html)
